movieId,title,genres,streaming
2009,Soylent Green (1973),Drama|Mystery|Sci-Fi|Thriller,None
2010,Metropolis (1927),Drama|Sci-Fi,None
2011,Back to the Future Part II (1989),Adventure|Comedy|Sci-Fi,None
2012,Back to the Future Part III (1990),Adventure|Comedy|Sci-Fi|Western,None
2013,"Poseidon Adventure, The (1972)",Action|Adventure|Drama,None
2014,Freaky Friday (1977),Children|Comedy|Fantasy,None
2015,"Absent-Minded Professor, The (1961)",Children|Comedy|Fantasy,None
2016,"Apple Dumpling Gang Rides Again, The (1979)",Children|Comedy|Western,None
2017,Babes in Toyland (1961),Children|Fantasy|Musical,None
2018,Bambi (1942),Animation|Children|Drama,None
2019,Seven Samurai (Shichinin no samurai) (1954),Action|Adventure|Drama,None
2020,Dangerous Liaisons (1988),Drama|Romance,None
2021,Dune (1984),Adventure|Sci-Fi,None
2022,"Last Temptation of Christ, The (1988)",Drama,None
2023,"Godfather: Part III, The (1990)",Crime|Drama|Mystery|Thriller,None
2024,"Rapture, The (1991)",Drama|Mystery,None
2025,Lolita (1997),Drama|Romance,None
2026,Disturbing Behavior (1998),Horror|Thriller,None
2027,Jane Austen's Mafia! (1998),Comedy|Crime,None
2028,Saving Private Ryan (1998),Action|Drama|War,None
2032,"Barefoot Executive, The (1971)",Children|Comedy,None
2033,"Black Cauldron, The (1985)",Adventure|Animation|Children|Fantasy,None
2034,"Black Hole, The (1979)",Children|Sci-Fi,None
2035,Blackbeard's Ghost (1968),Children|Comedy,None
2036,Blank Check (1994),Children|Comedy,None
2037,Candleshoe (1977),Adventure|Children|Comedy,None
2038,"Cat from Outer Space, The (1978)",Children|Comedy|Sci-Fi,None
2040,"Computer Wore Tennis Shoes, The (1969)",Children|Comedy,None
2041,Condorman (1981),Action|Adventure|Children|Comedy,None
2042,D2: The Mighty Ducks (1994),Children|Comedy,None
2043,Darby O'Gill and the Little People (1959),Adventure|Children|Fantasy,None
2044,"Devil and Max Devlin, The (1981)",Comedy|Fantasy,None
2046,Flight of the Navigator (1986),Adventure|Children|Sci-Fi,None
2048,"Great Mouse Detective, The (1986)",Action|Animation|Children|Crime,None
2050,Herbie Goes Bananas (1980),Adventure|Children|Comedy,None
2051,Herbie Goes to Monte Carlo (1977),Adventure|Children|Comedy,None
2052,Hocus Pocus (1993),Children|Comedy|Fantasy|Horror,None
2053,"Honey, I Blew Up the Kid (1992)",Children|Comedy|Sci-Fi,None
2054,"Honey, I Shrunk the Kids (1989)",Adventure|Children|Comedy|Fantasy|Sci-Fi,None
2055,Hot Lead and Cold Feet (1978),Action|Comedy|Western,None
2056,In Search of the Castaways (1962),Adventure|Children,None
2057,"Incredible Journey, The (1963)",Adventure|Children,None
2058,"Negotiator, The (1998)",Action|Crime|Drama|Mystery|Thriller,None
2059,"Parent Trap, The (1998)",Children|Comedy|Romance,None
2060,BASEketball (1998),Comedy,None
2064,Roger & Me (1989),Documentary,None
2065,"Purple Rose of Cairo, The (1985)",Comedy|Drama|Fantasy|Romance,None
2066,Out of the Past (1947),Film-Noir,None
2067,Doctor Zhivago (1965),Drama|Romance|War,None
2068,Fanny and Alexander (Fanny och Alexander) (1982),Drama|Fantasy|Mystery,None
2069,"Trip to Bountiful, The (1985)",Drama,None
2070,Tender Mercies (1983),Drama|Romance|Western,None
2071,And the Band Played On (1993),Drama,None
2072,"burbs, The (1989)",Comedy,None
2073,Fandango (1985),Comedy,None
2074,"Night Porter, The (Portiere di notte, Il) (1974)",Crime|Drama|Romance,None
2075,Mephisto (1981),Drama|War,None
2076,Blue Velvet (1986),Drama|Mystery|Thriller,None
2077,"Journey of Natty Gann, The (1985)",Adventure|Children,None
2078,"Jungle Book, The (1967)",Animation|Children|Comedy|Musical,None
2080,Lady and the Tramp (1955),Animation|Children|Comedy|Romance,None
2081,"Little Mermaid, The (1989)",Animation|Children|Comedy|Musical|Romance,None
2082,"Mighty Ducks, The (1992)",Children|Comedy,None
2083,"Muppet Christmas Carol, The (1992)",Children|Comedy|Musical,None
2084,Newsies (1992),Children|Musical,None
2085,101 Dalmatians (One Hundred and One Dalmatians) (1961),Adventure|Animation|Children,None
2087,Peter Pan (1953),Animation|Children|Fantasy|Musical,None
2088,Popeye (1980),Adventure|Comedy|Musical,None
2089,"Rescuers Down Under, The (1990)",Adventure|Animation|Children,None
2090,"Rescuers, The (1977)",Adventure|Animation|Children|Crime|Drama,None
2091,Return from Witch Mountain (1978),Children|Sci-Fi,None
2092,"Return of Jafar, The (1994)",Adventure|Animation|Children|Fantasy|Musical|Romance,None
2093,Return to Oz (1985),Adventure|Children|Fantasy,None
2094,"Rocketeer, The (1991)",Action|Adventure|Sci-Fi,None
2095,"Shaggy D.A., The (1976)",Children|Comedy,None
2096,Sleeping Beauty (1959),Animation|Children|Musical,None
2097,Something Wicked This Way Comes (1983),Children|Drama|Fantasy|Mystery|Thriller,None
2098,Son of Flubber (1963),Children|Comedy,None
2099,Song of the South (1946),Adventure|Animation|Children|Musical,None
2100,Splash (1984),Comedy|Fantasy|Romance,None
2102,Steamboat Willie (1928),Animation|Children|Comedy|Musical,None
2103,Tall Tale (1995),Adventure|Children|Fantasy|Western,None
2104,Tex (1982),Drama,None
2105,Tron (1982),Action|Adventure|Sci-Fi,None
2106,Swing Kids (1993),Drama|War,None
2107,Halloween H20: 20 Years Later (Halloween 7: The Revenge of Laurie Strode) (1998),Horror|Thriller,None
2108,L.A. Story (1991),Comedy|Romance,None
2109,"Jerk, The (1979)",Comedy,None
2110,Dead Men Don't Wear Plaid (1982),Comedy|Crime|Thriller,None
2111,"Man with Two Brains, The (1983)",Comedy,None
2112,Grand Canyon (1991),Crime|Drama,None
2114,"Outsiders, The (1983)",Drama,None
2115,Indiana Jones and the Temple of Doom (1984),Action|Adventure|Fantasy,None
2116,"Lord of the Rings, The (1978)",Adventure|Animation|Children|Fantasy,None
2117,1984 (Nineteen Eighty-Four) (1984),Drama|Sci-Fi,None
2118,"Dead Zone, The (1983)",Thriller,None
2119,Maximum Overdrive (1986),Horror,None
2120,Needful Things (1993),Drama|Horror,None
2121,Cujo (1983),Horror|Thriller,None
2122,Children of the Corn (1984),Horror|Thriller,None
2123,All Dogs Go to Heaven (1989),Animation|Children|Comedy|Drama|Fantasy,None
2124,"Addams Family, The (1991)",Children|Comedy|Fantasy,None
2125,Ever After: A Cinderella Story (1998),Comedy|Drama|Romance,None
2126,Snake Eyes (1998),Action|Crime|Mystery|Thriller,None
2130,Atlantic City (1980),Crime|Drama|Romance,None
2131,Autumn Sonata (Höstsonaten) (1978),Drama,None
2132,Who's Afraid of Virginia Woolf? (1966),Drama,None
2133,Adventures in Babysitting (1987),Adventure|Comedy,None
2134,Weird Science (1985),Comedy|Fantasy|Sci-Fi,None
2135,Doctor Dolittle (1967),Adventure|Children|Musical,None
2136,"Nutty Professor, The (1963)",Comedy|Sci-Fi,None
2137,Charlotte's Web (1973),Animation|Children,None
2138,Watership Down (1978),Adventure|Animation|Children|Drama|Fantasy,None
2139,"Secret of NIMH, The (1982)",Adventure|Animation|Children|Drama,None
2140,"Dark Crystal, The (1982)",Adventure|Fantasy,None
2141,"American Tail, An (1986)",Adventure|Animation|Children|Comedy,None
2142,"American Tail: Fievel Goes West, An (1991)",Adventure|Animation|Children|Musical|Western,None
2143,Legend (1985),Adventure|Fantasy|Romance,None
2144,Sixteen Candles (1984),Comedy|Romance,None
2145,Pretty in Pink (1986),Comedy|Drama|Romance,None
2146,St. Elmo's Fire (1985),Drama|Romance,None
2147,"Clan of the Cave Bear, The (1986)",Adventure|Drama|Fantasy,None
2148,House (1986),Comedy|Fantasy|Horror,None
2149,House II: The Second Story (1987),Comedy|Fantasy|Horror,None
2150,"Gods Must Be Crazy, The (1980)",Adventure|Comedy,None
2151,"Gods Must Be Crazy II, The (1989)",Comedy,None
2152,Air Bud: Golden Receiver (1998),Children|Comedy,None
2153,"Avengers, The (1998)",Action|Adventure,None
2154,How Stella Got Her Groove Back (1998),Drama|Romance,None
2155,"Slums of Beverly Hills, The (1998)",Comedy|Drama,None
2156,"Best Man, The (Testimone dello sposo, Il) (1998)",Comedy|Drama|Romance,None
2159,Henry: Portrait of a Serial Killer (1986),Crime|Horror|Thriller,None
2160,Rosemary's Baby (1968),Drama|Horror|Thriller,None
2161,"NeverEnding Story, The (1984)",Adventure|Children|Fantasy,None
2162,"NeverEnding Story II: The Next Chapter, The (1990)",Adventure|Children|Fantasy,None
2163,Attack of the Killer Tomatoes! (1978),Comedy|Horror,None
2164,Surf Nazis Must Die (1987),Action|Comedy|Drama|Horror,None
2165,Your Friends and Neighbors (1998),Comedy|Drama,None
2166,Return to Paradise (1998),Crime|Drama|Romance|Thriller,None
2167,Blade (1998),Action|Horror|Thriller,None
2169,Dead Man on Campus (1998),Comedy,None
2170,Wrongfully Accused (1998),Action|Comedy,None
2171,Next Stop Wonderland (1998),Comedy|Drama|Romance,None
2172,"Strike! (a.k.a. All I Wanna Do, The Hairy Bird) (1998)",Comedy|Drama,None
2174,Beetlejuice (1988),Comedy|Fantasy,None
2175,Déjà Vu (1997),Drama|Romance,None
2176,Rope (1948),Crime|Drama|Thriller,None
2177,Family Plot (1976),Comedy|Thriller,None
2178,Frenzy (1972),Thriller,None
2179,Topaz (1969),Thriller,None
2180,Torn Curtain (1966),Thriller,None
2181,Marnie (1964),Drama|Mystery|Romance|Thriller,None
2182,"Wrong Man, The (1956)",Drama|Film-Noir|Thriller,None
2183,"Man Who Knew Too Much, The (1956)",Adventure|Drama|Mystery|Thriller,None
2184,"Trouble with Harry, The (1955)",Comedy|Mystery,None
2185,I Confess (1953),Thriller,None
2186,Strangers on a Train (1951),Crime|Drama|Film-Noir|Thriller,None
2187,Stage Fright (1950),Mystery|Romance|Thriller,None
2188,54 (1998),Drama,None
2190,Why Do Fools Fall In Love? (1998),Drama,None
2193,Willow (1988),Action|Adventure|Fantasy,None
2194,"Untouchables, The (1987)",Action|Crime|Drama,None
2195,Dirty Work (1998),Comedy,None
2196,Knock Off (1998),Action,None
2201,"Paradine Case, The (1947)",Drama,None
2202,Lifeboat (1944),Drama|War,None
2203,Shadow of a Doubt (1943),Crime|Drama|Thriller,None
2204,Saboteur (1942),Mystery|Thriller,None
2205,Mr. & Mrs. Smith (1941),Comedy|Romance,None
2206,Suspicion (1941),Film-Noir|Mystery|Thriller,None
2207,Jamaica Inn (1939),Drama,None
2208,"Lady Vanishes, The (1938)",Drama|Mystery|Thriller,None
2210,Sabotage (1936),Thriller,None
2211,Secret Agent (1936),Thriller,None
2212,"Man Who Knew Too Much, The (1934)",Drama|Thriller,None
2226,"Ring, The (1927)",Drama,None
2227,"Lodger: A Story of the London Fog, The (1927)",Crime|Drama|Thriller,None
2231,Rounders (1998),Drama,None
2232,Cube (1997),Horror|Mystery|Sci-Fi|Thriller,None
2236,Simon Birch (1998),Drama,None
2239,Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto) (1975),Comedy|Drama,None
2240,My Bodyguard (1980),Drama,None
2241,Class (1983),Comedy,None
2243,Broadcast News (1987),Comedy|Drama|Romance,None
2244,"Allnighter, The (1987)",Comedy|Romance,None
2245,Working Girl (1988),Comedy|Drama|Romance,None
2247,Married to the Mob (1988),Comedy,None
2248,Say Anything... (1989),Comedy|Drama|Romance,None
2249,My Blue Heaven (1990),Comedy,None
2252,Hero (1992),Comedy|Drama,None
2253,Toys (1992),Comedy|Fantasy,None
2255,Young Doctors in Love (1982),Comedy,None
2256,Parasite (1982),Horror|Sci-Fi,None
2257,No Small Affair (1984),Comedy|Romance,None
2259,Blame It on Rio (1984),Comedy|Romance,None
2260,Wisdom (1986),Crime|Drama,None
2261,One Crazy Summer (1986),Comedy,None
2262,About Last Night... (1986),Comedy|Drama|Romance,None
2263,"Seventh Sign, The (1988)",Drama|Fantasy|Thriller,None
2264,We're No Angels (1989),Comedy|Crime,None
2265,Nothing But Trouble (1991),Adventure|Comedy,None
2266,"Butcher's Wife, The (1991)",Comedy|Romance,None
2267,Mortal Thoughts (1991),Mystery|Thriller,None
2268,"Few Good Men, A (1992)",Crime|Drama|Thriller,None
2269,Indecent Proposal (1993),Drama|Romance,None
2271,Permanent Midnight (1998),Drama,None
2272,One True Thing (1998),Drama,None
2273,Rush Hour (1998),Action|Comedy|Crime|Thriller,None
2275,Six-String Samurai (1998),Action|Adventure|Sci-Fi,None
2278,Ronin (1998),Action|Crime|Thriller,None
2279,Urban Legend (1998),Horror|Thriller,None
2280,Clay Pigeons (1998),Crime,None
2281,Monument Ave. (1998),Action|Crime|Drama,None
2282,Pecker (1998),Comedy|Drama,None
2283,"Sheltering Sky, The (1990)",Drama,None
2286,"Fiendish Plot of Dr. Fu Manchu, The (1980)",Comedy,None
2287,Them! (1954),Horror|Sci-Fi|Thriller,None
2288,"Thing, The (1982)",Action|Horror|Sci-Fi|Thriller,None
2289,"Player, The (1992)",Comedy|Crime|Drama,None
2290,Stardust Memories (1980),Comedy|Drama,None
2291,Edward Scissorhands (1990),Drama|Fantasy|Romance,None
2292,Overnight Delivery (1998),Comedy|Romance,None
2294,Antz (1998),Adventure|Animation|Children|Comedy|Fantasy,None
2295,"Impostors, The (1998)",Comedy,None
2296,"Night at the Roxbury, A (1998)",Comedy,None
2297,What Dreams May Come (1998),Adventure|Drama|Fantasy|Romance,None
2298,Strangeland (1998),Thriller,None
2300,"Producers, The (1968)",Comedy,None
2301,History of the World: Part I (1981),Comedy|Musical,None
2302,My Cousin Vinny (1992),Comedy,None
2303,Nashville (1975),Drama|Musical,None
2304,Love Is the Devil (1998),Drama,None
2306,Holy Man (1998),Comedy,None
2307,One Tough Cop (1998),Action|Crime,None
2310,"Mighty, The (1998)",Drama,None
2311,2010: The Year We Make Contact (1984),Sci-Fi,None
2312,Children of a Lesser God (1986),Drama,None
2313,"Elephant Man, The (1980)",Drama,None
2314,Beloved (1998),Drama,None
2315,Bride of Chucky (Child's Play 4) (1998),Comedy|Horror|Thriller,None
2316,Practical Magic (1998),Drama|Fantasy|Mystery|Romance,None
2318,Happiness (1998),Comedy|Drama,None
2320,Apt Pupil (1998),Drama|Thriller,None
2321,Pleasantville (1998),Comedy|Drama|Fantasy,None
2322,Soldier (1998),Action|Sci-Fi|War,None
2323,"Cruise, The (1998)",Documentary,None
2324,Life Is Beautiful (La Vita è bella) (1997),Comedy|Drama|Romance|War,None
2325,Orgazmo (1997),Comedy,None
2327,Tales from the Darkside: The Movie (1990),Fantasy|Horror|Thriller,None
2328,Vampires (1998),Horror|Western,None
2329,American History X (1998),Crime|Drama,None
2330,Hands on a Hard Body (1996),Comedy|Documentary,None
2331,Living Out Loud (1998),Comedy|Drama|Romance,None
2332,Belly (1998),Crime|Drama,None
2333,Gods and Monsters (1998),Drama,None
2334,"Siege, The (1998)",Action|Thriller,None
2335,"Waterboy, The (1998)",Comedy,None
2336,Elizabeth (1998),Drama,None
2337,Velvet Goldmine (1998),Drama,None
2338,I Still Know What You Did Last Summer (1998),Horror|Mystery|Thriller,None
2339,I'll Be Home For Christmas (1998),Comedy|Romance,None
2340,Meet Joe Black (1998),Romance,None
2342,Hard Core Logo (1996),Comedy|Drama,None
2344,Runaway Train (1985),Action|Adventure|Drama|Thriller,None
2346,"Stepford Wives, The (1975)",Mystery|Sci-Fi|Thriller,None
2347,"Pope of Greenwich Village, The (1984)",Drama,None
2348,Sid and Nancy (1986),Drama,None
2349,Mona Lisa (1986),Comedy|Thriller,None
2350,Heart Condition (1990),Comedy,None
2351,"Nights of Cabiria (Notti di Cabiria, Le) (1957)",Drama,None
2352,"Big Chill, The (1983)",Comedy|Drama,None
2353,Enemy of the State (1998),Action|Thriller,None
2354,"Rugrats Movie, The (1998)",Animation|Children|Comedy,None
2355,"Bug's Life, A (1998)",Adventure|Animation|Children|Comedy,None
2356,Celebrity (1998),Comedy,None
2357,Central Station (Central do Brasil) (1998),Drama,None
2358,Savior (1998),Drama|War,None
2359,Waking Ned Devine (a.k.a. Waking Ned) (1998),Comedy,None
2360,"Celebration, The (Festen) (1998)",Drama,None
2361,Pink Flamingos (1972),Comedy,None
2362,Glen or Glenda (1953),Drama,None
2363,Godzilla (Gojira) (1954),Drama|Horror|Sci-Fi,None
2364,"Godzilla 1985: The Legend Is Reborn (Gojira) (Godzilla) (Return of Godzilla, The) (1984)",Action|Horror|Sci-Fi|Thriller,None
2365,King Kong vs. Godzilla (Kingukongu tai Gojira) (1962),Action|Sci-Fi,None
2366,King Kong (1933),Action|Adventure|Fantasy|Horror,None
2367,King Kong (1976),Adventure|Fantasy|Romance|Sci-Fi|Thriller,None
2368,King Kong Lives (1986),Adventure|Sci-Fi,None
2369,Desperately Seeking Susan (1985),Comedy|Drama|Romance,None
2370,"Emerald Forest, The (1985)",Action|Adventure|Drama,None
2371,Fletch (1985),Comedy|Crime|Mystery,None
2372,Fletch Lives (1989),Comedy,None
2373,Red Sonja (1985),Action|Adventure|Fantasy,None
2374,Gung Ho (1986),Comedy|Drama,None
2375,"Money Pit, The (1986)",Comedy,None
2376,"View to a Kill, A (1985)",Action|Adventure|Thriller,None
2377,Lifeforce (1985),Horror|Sci-Fi,None
2378,Police Academy (1984),Comedy|Crime,None
2379,Police Academy 2: Their First Assignment (1985),Comedy|Crime,None
2380,Police Academy 3: Back in Training (1986),Comedy|Crime,None
2381,Police Academy 4: Citizens on Patrol (1987),Comedy|Crime,None
2382,Police Academy 5: Assignment: Miami Beach (1988),Comedy|Crime,None
2383,Police Academy 6: City Under Siege (1989),Comedy|Crime,None
2384,Babe: Pig in the City (1998),Adventure|Children|Drama,None
2385,Home Fries (1998),Comedy|Romance,None
2387,Very Bad Things (1998),Comedy|Crime,None
2388,Steam: The Turkish Bath (Hamam) (1997),Drama|Romance,None
2389,Psycho (1998),Crime|Horror|Thriller,None
2390,Little Voice (1998),Comedy,None
2391,"Simple Plan, A (1998)",Crime|Drama|Thriller,None
2392,Jack Frost (1998),Children|Comedy|Drama,None
2393,Star Trek: Insurrection (1998),Action|Drama|Romance|Sci-Fi,None
2394,"Prince of Egypt, The (1998)",Animation|Musical,None
2395,Rushmore (1998),Comedy|Drama,None
2396,Shakespeare in Love (1998),Comedy|Drama|Romance,None
2398,Miracle on 34th Street (1947),Comedy|Drama,None
2399,Santa Claus: The Movie (1985),Adventure|Children|Fantasy,None
2400,Prancer (1989),Children|Drama|Fantasy,None
2401,Pale Rider (1985),Western,None
2402,Rambo: First Blood Part II (1985),Action|Adventure|Thriller,None
2403,First Blood (Rambo: First Blood) (1982),Action|Adventure|Drama|Thriller,None
2404,Rambo III (1988),Action|Adventure|Thriller|War,None
2405,"Jewel of the Nile, The (1985)",Action|Adventure|Comedy|Romance,None
2406,Romancing the Stone (1984),Action|Adventure|Comedy|Romance,None
2407,Cocoon (1985),Comedy|Sci-Fi,None
2408,Cocoon: The Return (1988),Comedy|Sci-Fi,None
2409,Rocky II (1979),Action|Drama,None
2410,Rocky III (1982),Action|Drama,None
2411,Rocky IV (1985),Action|Drama,None
2412,Rocky V (1990),Action|Drama,None
2413,Clue (1985),Comedy|Crime|Mystery|Thriller,None
2414,Young Sherlock Holmes (1985),Action|Adventure|Children|Fantasy|Mystery|Thriller,None
2415,Violets Are Blue... (1986),Drama|Romance,None
2416,Back to School (1986),Comedy,None
2417,Heartburn (1986),Comedy|Drama,None
2418,Nothing in Common (1986),Comedy,None
2419,Extremities (1986),Drama|Thriller,None
2420,"Karate Kid, The (1984)",Drama,None
2421,"Karate Kid, Part II, The (1986)",Action|Adventure|Drama,None
2422,"Karate Kid, Part III, The (1989)",Action|Adventure|Children|Drama,None
2423,Christmas Vacation (National Lampoon's Christmas Vacation) (1989),Comedy,None
2424,You've Got Mail (1998),Comedy|Romance,None
2425,"General, The (1998)",Crime,None
2427,"Thin Red Line, The (1998)",Action|Drama|War,None
2428,"Faculty, The (1998)",Horror|Sci-Fi,None
2429,Mighty Joe Young (1998),Action|Adventure|Drama|Fantasy|Thriller,None
2430,Mighty Joe Young (1949),Adventure|Children|Drama,None
2431,Patch Adams (1998),Comedy|Drama,None
2432,Stepmom (1998),Drama,None
2433,"Civil Action, A (1998)",Drama,None
2435,Hurlyburly (1998),Drama,None
2436,Tea with Mussolini (1999),Comedy|Drama|War,None
2439,Affliction (1997),Drama,None
2442,Hilary and Jackie (1998),Drama,None
2443,Playing by Heart (1998),Drama|Romance,None
2445,At First Sight (1999),Drama,None
2446,In Dreams (1999),Horror|Thriller,None
2447,Varsity Blues (1999),Comedy|Drama,None
2448,Virus (1999),Horror|Sci-Fi,None
2450,Howard the Duck (1986),Adventure|Comedy|Sci-Fi,None
2451,"Gate, The (1987)",Horror,None
2453,"Boy Who Could Fly, The (1986)",Drama|Fantasy,None
2454,"Fly, The (1958)",Horror|Mystery|Sci-Fi,None
2455,"Fly, The (1986)",Drama|Horror|Sci-Fi|Thriller,None
2456,"Fly II, The (1989)",Horror|Sci-Fi,None
2457,Running Scared (1986),Action|Comedy,None
2458,Armed and Dangerous (1986),Comedy|Crime,None
2459,"Texas Chainsaw Massacre, The (1974)",Horror,None
2460,"Texas Chainsaw Massacre 2, The (1986)",Horror,None
2462,Texas Chainsaw Massacre: The Next Generation (a.k.a. The Return of the Texas Chainsaw Massacre) (1994),Horror,None
2463,Ruthless People (1986),Comedy,None
2465,Deadly Friend (1986),Horror,None
2467,"Name of the Rose, The (Name der Rose, Der) (1986)",Crime|Drama|Mystery|Thriller,None
2468,Jumpin' Jack Flash (1986),Action|Comedy|Romance|Thriller,None
2469,Peggy Sue Got Married (1986),Comedy|Drama,None
2470,Crocodile Dundee (1986),Adventure|Comedy,None
2471,Crocodile Dundee II (1988),Action|Adventure|Comedy,None
2472,Tough Guys (1986),Comedy,None
2473,Soul Man (1986),Comedy,None
2474,"Color of Money, The (1986)",Drama,None
2475,52 Pick-Up (1986),Action|Mystery|Thriller,None
2476,Heartbreak Ridge (1986),Action|War,None
2477,Firewalker (1986),Adventure,None
2478,¡Three Amigos! (1986),Comedy|Western,None
2481,My Name Is Joe (1998),Drama|Romance,None
2482,Still Crazy (1998),Comedy|Romance,None
2483,"Day of the Beast, The (Día de la Bestia, El) (1995)",Adventure|Comedy|Thriller,None
2485,She's All That (1999),Comedy|Romance,None
2488,Peeping Tom (1960),Drama|Horror|Thriller,None
2490,Payback (1999),Action|Thriller,None
2491,Simply Irresistible (1999),Comedy|Romance,None
2492,20 Dates (1998),Comedy|Romance,None
2493,"Harmonists, The (1997)",Drama,None
2494,"Last Days, The (1998)",Documentary,None
2495,"Fantastic Planet, The (Planète sauvage, La) (1973)",Animation|Sci-Fi,None
2496,Blast from the Past (1999),Comedy|Romance,None
2497,Message in a Bottle (1999),Romance,None
2498,My Favorite Martian (1999),Comedy|Sci-Fi,None
2500,Jawbreaker (1999),Comedy,None
2501,October Sky (1999),Drama,None
2502,Office Space (1999),Comedy|Crime,None
2503,"Apple, The (Sib) (1998)",Drama,None
2504,200 Cigarettes (1999),Comedy|Drama,None
2505,8MM (1999),Drama|Mystery|Thriller,None
2506,"Other Sister, The (1999)",Comedy|Drama|Romance,None
2511,"Long Goodbye, The (1973)",Crime|Film-Noir,None
2512,"Ballad of Narayama, The (Narayama bushiko) (1983)",Drama,None
2513,Pet Sematary (1989),Horror,None
2514,Pet Sematary II (1992),Comedy|Horror,None
2515,Children of the Corn II: The Final Sacrifice (1993),Horror,None
2516,Children of the Corn III (1994),Horror,None
2517,Christine (1983),Horror,None
2518,Night Shift (1982),Comedy,None
2520,Airport (1970),Drama,None
2521,Airport 1975 (1974),Action|Drama|Thriller,None
2522,Airport '77 (1977),Drama,None
2523,Rollercoaster (1977),Drama|Thriller,None
2524,"Towering Inferno, The (1974)",Action|Adventure|Drama|Thriller,None
2525,Alligator (1980),Action|Horror|Sci-Fi,None
2526,Meteor (1979),Sci-Fi,None
2527,Westworld (1973),Action|Sci-Fi|Thriller|Western,None
2528,Logan's Run (1976),Action|Adventure|Sci-Fi,None
2529,Planet of the Apes (1968),Action|Drama|Sci-Fi,None
2530,Beneath the Planet of the Apes (1970),Action|Sci-Fi,None
2531,Battle for the Planet of the Apes (1973),Action|Sci-Fi,None
2532,Conquest of the Planet of the Apes (1972),Action|Sci-Fi,None
2533,Escape from the Planet of the Apes (1971),Action|Sci-Fi,None
2534,Avalanche (1978),Action,None
2535,Earthquake (1974),Action|Drama|Thriller,None
2537,Beyond the Poseidon Adventure (1979),Adventure,None
2538,Dancemaker (1998),Documentary,None
2539,Analyze This (1999),Comedy,None
2540,"Corruptor, The (1999)",Action|Crime|Drama|Thriller,None
2541,Cruel Intentions (1999),Drama,None
2542,"Lock, Stock & Two Smoking Barrels (1998)",Comedy|Crime|Thriller,None
2544,"School of Flesh, The (École de la chair, L') (1998)",Drama|Romance,None
2546,"Deep End of the Ocean, The (1999)",Drama,None
2548,"Rage: Carrie 2, The (1999)",Horror,None
2549,Wing Commander (1999),Action|Sci-Fi,None
2550,"Haunting, The (1963)",Horror|Thriller,None
2551,Dead Ringers (1988),Drama|Horror|Thriller,None
2552,My Boyfriend's Back (1993),Comedy,None
2553,Village of the Damned (1960),Horror|Sci-Fi|Thriller,None
2554,Children of the Damned (1963),Horror|Sci-Fi|Thriller,None
2555,Baby Geniuses (1999),Comedy,None
2557,I Stand Alone (Seul contre tous) (1998),Drama|Thriller,None
2558,Forces of Nature (1999),Comedy|Romance,None
2559,"King and I, The (1999)",Animation|Children,None
2560,Ravenous (1999),Horror|Thriller,None
2561,True Crime (1999),Crime|Thriller,None
2563,Dangerous Beauty (1998),Drama,None
2565,"King and I, The (1956)",Drama|Musical|Romance,None
2566,Doug's 1st Movie (1999),Animation|Children,None
2567,EDtv (1999),Comedy,None
2568,"Mod Squad, The (1999)",Action|Crime,None
2570,"Walk on the Moon, A (1999)",Drama|Romance,None
2571,"Matrix, The (1999)",Action|Sci-Fi|Thriller,None
2572,10 Things I Hate About You (1999),Comedy|Romance,None
2573,Tango (1998),Drama|Musical,None
2574,"Out-of-Towners, The (1999)",Comedy,None
2575,"Dreamlife of Angels, The (Vie rêvée des anges, La) (1998)",Drama,None
2577,Metroland (1997),Comedy|Drama,None
2579,Following (1998),Crime|Mystery|Thriller,None
2580,Go (1999),Comedy|Crime,None
2581,Never Been Kissed (1999),Comedy|Romance,None
2582,Twin Dragons (Shuang long hui) (1992),Action|Comedy,None
2583,Cookie's Fortune (1999),Comedy|Drama,None
2585,"Lovers of the Arctic Circle, The (Los Amantes del Círculo Polar) (1998)",Drama|Romance,None
2586,Goodbye Lover (1999),Comedy|Crime|Thriller,None
2587,Life (1999),Comedy|Crime|Drama,None
2589,Friends & Lovers (1999),Comedy|Drama|Romance,None
2590,Hideous Kinky (1998),Drama,None
2593,"Monster, The (Mostro, Il) (1994)",Comedy,None
2594,Open Your Eyes (Abre los ojos) (1997),Drama|Romance|Sci-Fi|Thriller,None
2596,SLC Punk! (1998),Comedy|Drama,None
2597,Lost & Found (1999),Comedy|Romance,None
2598,Pushing Tin (1999),Comedy,None
2599,Election (1999),Comedy,None
2600,eXistenZ (1999),Action|Sci-Fi|Thriller,None
2605,Entrapment (1999),Crime|Thriller,None
2606,Idle Hands (1999),Comedy|Horror,None
2607,Get Real (1998),Drama|Romance,None
2609,"King of Masks, The (Bian Lian) (1996)",Drama,None
2611,"Winslow Boy, The (1999)",Drama,None
2612,Mildred Pierce (1945),Drama|Film-Noir,None
2613,Night of the Comet (1984),Comedy|Horror|Sci-Fi,None
2614,Chopping Mall (a.k.a. Killbots) (1986),Action|Horror|Sci-Fi,None
2615,My Science Project (1985),Adventure|Sci-Fi,None
2616,Dick Tracy (1990),Action|Crime,None
2617,"Mummy, The (1999)",Action|Adventure|Comedy|Fantasy|Horror|Thriller,None
2618,"Castle, The (1997)",Comedy,None
